1,多云,多云,晴,晴,晴,晴,小雨,小雨,阴,阴,晴,多云,多云,阴
2,晴,多云,晴,阵雪,霾,霾,阵雪,晴,晴,雨夹雪,中雪,晴,雨夹雪,多云
3,阴,晴,晴,晴,晴,多云,中雨,阴,小到中雨,多云,晴,阴,小雨,阴
4,多云,晴,晴,霾,雾,多云,多云,晴,多云,阴,多云,晴,霾,晴
5,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
6,晴,多云,晴,晴,晴,晴,雨夹雪,晴,晴,小雨,晴,晴,晴,晴
7,阴,多云,多云,晴,晴,多云,阵雨,阵雨,阵雨,多云,晴,阵雨,阴,小雨
8,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
9,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
10,阴,晴,晴,晴,晴,多云,中雨,阴,小雨,晴,晴,晴,多云,多云
11,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
12,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
13,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
14,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
15,多云,多云,霾,霾,霾,小雨,阴,阴,阴,晴,晴,多云,霾,霾
16,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
17,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
18,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
19,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
20,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
21,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
22,阴,阴,多云,多云,阴,阴,小雨,小雨,小雨,多云,多云,阴,阴,阴
23,晴,晴,晴,晴,晴,多云,小雨,多云,多云,阴,晴,晴,晴,雾
24,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
25,小雨,阴,小雨,多云,晴,晴,阵雨,小雨,小雨,多云,多云,晴,晴,晴
26,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
27,晴,多云,晴,晴,晴,多云,小雨,晴,晴,晴,晴,晴,霾,霾
28,阴,多云,多云,多云,晴,多云,多云,阵雨,多云,多云,晴,阴,多云,多云
29,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
30,多云,多云,多云,晴,晴,多云,多云,多云,阴,小雨,阴,阴,多云,多云
31,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
32,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
33,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
34,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
35,多云,多云,多云,晴,晴,晴,晴,多云,阴,小雨,小雨,阴,多云,多云
36,多云,多云,多云,晴,晴,多云,多云,多云,阴,小雨,阴,阴,多云,多云
37,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
38,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
39,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
40,多云,多云,晴,晴,晴,晴,小雨,小雨,阴,阴,晴,多云,多云,阴
41,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
42,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
43,阴,多云,晴,晴,晴,晴,小到中雨,小雨,小雨,多云,多云,小雨,小雨,阴
44,多云,多云,晴,晴,晴,阴,小雨,多云,多云,晴,晴,多云,多云,多云
45,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
46,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
47,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
48,阴,多云,多云,晴,晴,多云,阵雨,阵雨,阵雨,多云,晴,阵雨,阴,小雨
49,多云,晴,晴,晴,晴,多云,阵雨,阴,阴,阴,晴,多云,阵雨,多云
50,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
51,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
52,阴,多云,多云,晴,晴,多云,阵雨,阵雨,阵雨,多云,晴,阵雨,阴,小雨
53,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
54,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
55,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
56,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
57,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
58,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
59,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
60,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
61,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
62,晴,晴,晴,晴,晴,多云,小雨,多云,阴,多云,晴,多云,多云,多云
63,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
64,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
65,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
66,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
67,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
68,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
69,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
70,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
71,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
72,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
73,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
74,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
75,晴,多云,晴,晴,晴,多云,小雨,晴,晴,晴,晴,晴,霾,霾
76,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
77,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
78,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
79,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
80,阴,多云,晴,晴,晴,晴,小雨,小雨,小雨,阴,晴,小雨,小雨,小雨
81,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
82,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
83,阴,阴,多云,多云,多云,小雨,中雨,小雨,小雨,多云,多云,多云,阴,阴
84,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
85,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
86,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
87,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
88,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
89,阴,阴,多云,多云,阴,阴,小雨,小雨,小雨,多云,多云,阴,阴,阴
90,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
91,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
92,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
93,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
94,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
95,晴,多云,晴,晴,晴,多云,小雨,晴,晴,晴,晴,晴,霾,霾
96,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
97,霾,晴,霾,雾,雾,晴,晴,晴,霾,阴,多云,晴,霾,晴
98,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
99,晴,晴,晴,霾,晴,晴,小到中雪,霾,霾,小雨,晴,晴,多云,晴
100,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
101,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
102,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
103,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
104,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
105,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
106,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
107,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
108,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
109,阴,多云,晴,晴,晴,晴,小雨,小雨,小雨,阴,晴,小雨,小雨,小雨
110,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
111,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
112,多云,晴,晴,晴,晴,晴,多云,多云,阴,小雨,多云,多云,晴,晴
113,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
114,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
115,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
116,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
117,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
118,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
119,晴,晴,霾,霾,雾,多云,晴,晴,多云,霾,晴,晴,霾,晴
120,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
121,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
122,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
123,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
124,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
125,晴,多云,晴,晴,晴,晴,雨夹雪,晴,晴,小雨,晴,晴,晴,晴
126,阴,阴,多云,多云,多云,小雨,小雨,小雨,小雨,晴,阴,多云,多云,多云
127,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
128,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
129,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
130,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
131,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
132,阴,阴,晴,晴,多云,阴,小雨,小雨,小雨,多云,多云,小雨,小雨,阴
133,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
134,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
135,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
136,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
137,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
138,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
139,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
140,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
141,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
142,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
143,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
144,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
145,阴,多云,多云,晴,晴,晴,多云,小雨,小雨,阴,晴,阴,小雨,小雨
146,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
147,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
148,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
149,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
150,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
151,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
152,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
153,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
154,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
155,多云,晴,晴,晴,晴,晴,晴,多云,多云,小雨,阴,多云,多云,多云
156,多云,晴,晴,晴,晴,多云,多云,多云,阴,阵雨,阵雨,多云,多云,多云
157,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
158,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
159,阴,多云,晴,晴,晴,晴,小雨,小雨,小雨,阴,晴,小雨,小雨,小雨
160,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
161,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
162,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
163,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
164,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
165,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
166,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
167,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
168,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
169,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
170,多云,晴,晴,霾,雾,多云,多云,晴,多云,阴,多云,晴,霾,晴
171,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
172,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
173,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
174,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
175,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
176,多云,晴,晴,晴,晴,多云,小到中雨,阴,阴,阴,晴,多云,阴,阴
177,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
178,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
179,阴,多云,晴,晴,晴,晴,小雨,小雨,阴,阴,晴,多云,阴,小雨
180,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
181,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
182,多云,晴,晴,多云,晴,多云,小雨,晴,多云,多云,晴,雾,多云,多云
183,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
184,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
185,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
186,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
187,多云,晴,晴,晴,晴,多云,多云,多云,阴,阵雨,阵雨,多云,多云,多云
188,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
189,阴,阴,多云,多云,多云,小雨,中雨,小雨,小雨,多云,多云,多云,阴,阴
190,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
191,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
192,多云,多云,多云,晴,晴,晴,晴,多云,阴,小雨,小雨,阴,多云,多云
193,多云,多云,霾,霾,霾,小雨,阴,阴,阴,晴,晴,多云,霾,霾
194,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
195,阴,晴,晴,晴,晴,多云,中雨,阴,小雨,晴,晴,晴,多云,多云
196,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
197,阴,多云,多云,晴,晴,多云,阵雨,阵雨,阵雨,多云,晴,阵雨,阴,小雨
198,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
199,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
200,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
201,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
202,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
203,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
204,晴,多云,晴,晴,多云,晴,晴,阴,阴,小雨,阴,多云,多云,多云
205,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
206,多云,多云,多云,晴,多云,多云,阴,小雨,小雨,小雨,多云,阵雨,多云,多云
207,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
208,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
209,多云,晴,晴,晴,晴,多云,小到中雨,阴,阴,阴,晴,多云,阴,阴
210,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
211,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
212,多云,晴,晴,晴,晴,多云,阵雨,阴,阴,阴,晴,多云,阵雨,多云
213,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
214,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
215,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
216,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
217,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
218,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
219,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
220,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
221,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
222,阴,晴,晴,晴,晴,多云,中雨,阴,小到中雨,多云,晴,阴,小雨,阴
223,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
224,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
225,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
226,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
227,多云,多云,霾,霾,霾,小雨,阴,阴,阴,晴,晴,多云,霾,霾
228,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
229,晴,多云,晴,晴,多云,晴,晴,阴,阴,小雨,阴,多云,多云,多云
230,阴,多云,多云,阴,多云,多云,阴,阵雨,小雨,多云,多云,阴,多云,多云
231,晴,晴,晴,晴,晴,晴,小到中雨,阴,阴,阴,多云,多云,多云,阴
232,阴,多云,多云,晴,晴,多云,阴,小雨,小雨,多云,多云,小雨,阴,小雨
233,阴,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,小雨,小雨,小雨
234,多云,晴,晴,晴,晴,多云,中雨,阴,阴,多云,多云,多云,多云,多云
235,多云,晴,晴,晴,晴,多云,中雨,阴,阴,多云,多云,多云,多云,多云
236,多云,晴,晴,多云,晴,多云,阵雨,阴,阴,阴,晴,多云,多云,阴
237,多云,多云,多云,晴,多云,多云,阴,小雨,小雨,小雨,多云,阵雨,多云,多云
238,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
239,多云,晴,晴,晴,晴,阴,小雨,多云,阴,阴,多云,晴,阴,多云
240,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
241,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
242,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
243,多云,阴,晴,多云,多云,晴,多云,阵雨,阴,阵雨,多云,多云,晴,多云
244,多云,多云,多云,晴,晴,晴,多云,多云,阴,小雨,阴,阴,多云,多云
245,阴,多云,多云,晴,晴,多云,阵雨,阵雨,阵雨,多云,晴,阵雨,阴,小雨
246,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
247,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
248,多云,晴,晴,晴,晴,多云,小雨,小雨,阴,小雨,晴,多云,小雨,阴
249,小雨,多云,晴,晴,晴,多云,小雨,小雨,小雨,多云,晴,阴,小雨,小雨
250,阴,晴,晴,晴,晴,多云,中雨,小雨,小雨,晴,晴,晴,多云,多云
251,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
252,多云,多云,多云,多云,多云,晴,多云,多云,多云,小雨,多云,多云,多云,多云
253,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
254,多云,多云,多云,多云,多云,多云,多云,阵雨,阴,阵雨,多云,多云,多云,多云
255,多云,晴,霾,霾,晴,阴,晴,晴,霾,霾,多云,晴,霾,晴
